RadViz_X,RadViz_Y,Bulk silicon thickness,Bump solder height,Substrate core thickness,"Substrate core (E, CTE)","UF (E, CTE)",Lid foot width,Lid thickness,Cu-pillar bump solder material,BGA solder material,Obj_ELK stress,Obj_Warpage Post UF cure,Obj_Warpage post lid attach,Obj_DeltaW_BGA,Obj_DeltaW_bump
-0.03275686350649628,0.012345406075429183,0.25,0.02,0.4,9e-06,2.5e-05,6.0,1.5,SAC105,SAC105,5.3223725248204,-0.06705227701041919,0.048569023733211876,0.003249829687849825,0.5682610544339529
-0.1471795906695111,-0.26512406593776994,0.25,0.06,1.2,3e-06,2.5e-05,3.0,1.0,SAC305,SAC405,8.375216931961745,-0.017492698644869513,0.026657596598358996,0.04274915644108407,0.0890925481252457
-0.007040525097529189,-0.35274046832568284,0.25,0.06,1.2,3e-06,2e-05,3.0,1.5,SAC405,SAC105,9.465851153850586,-0.019146442561902333,0.07392368210998772,0.11010411049668915,0.015362910557925769
-0.2720223850552329,-0.07953780417465865,0.75,0.02,0.8,9e-06,2e-05,3.0,1.5,SAC205,SAC405,9.756869041301691,-0.04098002741506832,0.0056257659297818535,0.0,0.4202413604136803
0.019582820849737746,-0.21413502806537102,0.25,0.06,1.2,3e-06,2e-05,3.0,2.0,SAC105,SAC105,5.407683272095378,-0.017692434337226424,0.020178585389077616,0.09688369208927895,0.023194804948178382
0.030887361401093435,-0.17484536600580655,0.25,0.06,0.4,3e-06,2e-05,6.0,1.0,SAC405,SAC405,7.3955420211406455,-0.06920420717657226,0.10483727448395197,0.0,0.06446181164651232
-0.01740051771793378,0.02788568539286213,0.25,0.04,0.4,9e-06,2.5e-05,3.0,2.0,SAC105,SAC205,5.567525278335515,-0.07364995271959368,0.026314857197411078,0.030466662096992496,0.3714946187940983
-0.25443247347503906,-0.10060535145928068,0.5,0.02,0.8,9e-06,2e-05,3.0,1.0,SAC405,SAC405,11.257745399986462,-0.053363722964983304,0.03263950983943843,0.0,0.3001123165484742
0.14000349923160194,-0.12435541200352883,0.25,0.06,1.2,3e-06,2.5e-05,3.0,2.0,SAC105,SAC105,5.326177857444341,-0.017177919379001004,0.016042751434062884,0.18675047952549284,0.10993408942414828
-0.1071903689978578,0.07626623249950269,0.25,0.02,0.4,9e-06,3e-05,3.0,2.0,SAC205,SAC305,7.611449935065985,-0.0777077446597848,0.04619208927120398,0.0,0.6623379341012727
-0.1702484913329296,-0.23788438826016353,0.25,0.04,0.8,3e-06,2e-05,9.0,1.5,SAC405,SAC305,10.883857711855967,-0.038271739458793044,0.055186113490226646,0.03703418111790391,0.07452221896673988
-0.033370678417746776,-0.0421740235180221,0.25,0.04,0.4,3e-06,2e-05,3.0,2.0,SAC305,SAC405,7.743182666392809,-0.07291635097264447,0.04443562236064948,0.03424035736847728,0.15981913851749036
-0.052570224800823816,-0.45272907768667303,0.5,0.06,1.2,3e-06,2e-05,6.0,1.0,SAC405,SAC305,9.296526560263054,-0.021899856844064258,0.10828654120600821,0.025360987954445354,0.0
-0.03439095769866473,0.04521618389991775,0.25,0.04,0.4,9e-06,2.5e-05,3.0,2.0,SAC205,SAC105,7.223770710788353,-0.08352438575759896,0.04006409081679573,0.02994899175124517,0.36508830929375263
-0.1581359023025586,0.13224182922558247,0.25,0.02,0.4,6e-06,3e-05,6.0,2.0,SAC305,SAC305,8.548976149362899,-0.08144442200844482,0.037389085449252527,0.000485233508105528,0.7686352660843485
0.021006373624500783,-0.31527189810715134,0.75,0.06,1.2,3e-06,2e-05,9.0,2.0,SAC205,SAC405,6.721892415079777,-0.019321036871361462,0.07049488356075952,0.06607308133558598,0.07227116801826666
-0.2814612484475252,-0.015196151319350147,0.75,0.02,0.4,9e-06,2e-05,3.0,1.5,SAC205,SAC405,10.99788589030294,-0.05773569443327358,0.014498170046815598,0.0,0.4598092712565202
